Make,Model,Year,PRA No.,,Issue,Description
Holden,SAAB 9-5,2010,2018/16729,,AirBag,
Holden,SAAB 9-5,2011,2018/16729,,AirBag,
Holden,Opel Astra,2012,2018/16957,,AirBag,
Holden,Opel Astra,2013,2018/16957,,AirBag,
Holden,Opel Astra,2014,2018/16957,,AirBag,
Holden,Opel Astra,2015,2018/16957,,AirBag,
Holden,Opel Astra,2016,2018/16957,,AirBag,
Holden,Opel Astra,2017,2018/16957,,AirBag,
Holden,Astra,2012,2018/16957,,AirBag,
Holden,Astra,2013,2018/16957,,AirBag,
Holden,Astra,2014,2018/16957,,AirBag,
Holden,Astra,2015,2018/16957,,AirBag,
Holden,Astra,2016,2018/16957,,AirBag,
Holden,Astra,2017,2018/16957,,AirBag,
Holden,Opel Cascada,2012,2018/16957,,AirBag,
Holden,Opel Cascada,2013,2018/16957,,AirBag,
Holden,Opel Cascada,2014,2018/16957,,AirBag,
Holden,Opel Cascada,2015,2018/16957,,AirBag,
Holden,Opel Cascada,2016,2018/16957,,AirBag,
Holden,Opel Cascada,2017,2018/16957,,AirBag,
Holden,Opel Zafira,2012,2018/16957,,AirBag,
Holden,Opel Zafira,2013,2018/16957,,AirBag,
Holden,Opel Zafira,2014,2018/16957,,AirBag,
Holden,Opel Zafira,2015,2018/16957,,AirBag,
Holden,Opel Zafira,2016,2018/16957,,AirBag,
Holden,Opel Zafira,2017,2018/16957,,AirBag,
Holden,Cruze,2010,2018/16856,,AirBag,
Holden,Cruze,2011,2018/16856,,AirBag,
Holden,Cruze,2012,2018/16856,,AirBag,
Holden,Cruze,2013,2018/16856,,AirBag,
Holden,Cruze,2014,2018/16856,,AirBag,
Holden,Cruze,2015,2018/16856,,AirBag,
Holden,Cruze,2016,2018/16856,,AirBag,
Holden,Cruze,2017,2018/16856,,AirBag,
Holden,Cruze,2018,2018/16856,,AirBag,
Holden,Trax,2010,2018/16856,,AirBag,
Holden,Trax,2011,2018/16856,,AirBag,
Holden,Trax,2012,2018/16856,,AirBag,
Holden,Trax,2013,2018/16856,,AirBag,
Holden,Trax,2014,2018/16856,,AirBag,
Holden,Trax,2015,2018/16856,,AirBag,
Holden,Trax,2016,2018/16856,,AirBag,
Holden,Trax,2017,2018/16856,,AirBag,
Holden,Trax,2018,2018/16856,,AirBag,
Holden,Barina,2010,2018/16856,,AirBag,
Holden,Barina,2011,2018/16856,,AirBag,
Holden,Barina,2012,2018/16856,,AirBag,
Holden,Barina,2013,2018/16856,,AirBag,
Holden,Barina,2014,2018/16856,,AirBag,
Holden,Barina,2015,2018/16856,,AirBag,
Holden,Barina,2016,2018/16856,,AirBag,
Holden,Barina,2017,2018/16856,,AirBag,
Holden,Barina,2018,2018/16856,,AirBag,
Holden,AH Astra,2005,2019/17363,,AirBag,
Holden,AH Astra,2006,2019/17363,,AirBag,
Holden,AH Astra,2007,2019/17363,,AirBag,
Holden,AH Astra,2008,2019/17363,,AirBag,
Holden,AH Astra,2009,"2019/17363, 2019/17364",,AirBag,
Holden,AH Astra Convertible,2005,2019/17363,,AirBag,
Holden,AH Astra Convertible,2006,2019/17363,,AirBag,
Holden,AH Astra Convertible,2007,2019/17363,,AirBag,
Holden,AH Astra Convertible,2008,2019/17363,,AirBag,
Holden,AH Astra Convertible,2009,2019/17363,,AirBag,
Holden,HSV Astra VXR,2006,2019/17363,,AirBag,
Holden,HSV Astra VXR,2007,2019/17363,,AirBag,
Holden,HSV Astra VXR,2008,2019/17363,,AirBag,
Holden,HSV Astra VXR,2009,"2019/17363, 2019/17364",,AirBag,
,,,,,,
Honda,Accord,2001,"2009/10969, 2011/12633, 2013/13549, 2015/14737, 2019/17450",,AirBag,
Honda,Accord,2002,"2009/10969, 2011/12633, 2013/13549, 2015/14737, 2019/17450, 2019/17662",,AirBag,
Honda,Accord,2003,"2013/13549, 2015/14737, 2016/15495, 2019/17450, 2019/17659",,AirBag,
Honda,Accord,2004,"2015/14737, 2016/15495, 2019/17450",,AirBag,
Honda,Accord,2005,"2015/14737, 2016/15495, 2019/17450, 2019/17662",,AirBag,
Honda,Accord,2006,"2015/14737, 2016/15494, 2016/15495, 2019/17450, 2019/17662",,AirBag,
Honda,Accord,2007,"2015/14737, 2016/15494, 2016/15495, 2019/17450, 2019/17662",,AirBag,
Honda,Accord,2008,"2016/15494, 2016/15495, 2019/17660",,AirBag,
Honda,Accord,2009,"2016/15494, 2016/15495, 2019/17660",,AirBag,
Honda,Accord,2010,"2016/15494, 2016/15495, 2019/17660",,AirBag,
Honda,Accord,2011,"2016/15494, 2016/15495",,AirBag,
Honda,Accord,2012,2017/15859,,AirBag,
Honda,CR-V,2001,"2009/10969, 2013/13549",,AirBag,
Honda,CR-V,2002,"2009/10969, 2013/13549, 2015/14703, 2019/17658",,AirBag,
Honda,CR-V,2003,"2013/13549, 2014/14498, 2015/14703, 2019/17658",,AirBag,
Honda,CR-V,2004,"2019/17661, 2014/14498, 2015/14703, 2019/17658",,AirBag,
Honda,CR-V,2005,"2015/14702, 2015/14703, 2019/17658, 2019/17661",,AirBag,
Honda,CR-V,2006,"2015/14702, 2015/14703, 2015/14819, 2019/17658, 2019/17661",,AirBag,
Honda,CR-V,2007,"2015/14702, 2015/14703, 2015/14819, 2016/15496, 2019/17661",,AirBag,
Honda,CR-V,2008,"2015/14703, 2015/14819, 2016/15496, 2019/17658, 2019/17661",,AirBag,
Honda,CR-V,2009,"2015/14703, 2015/14819, 2016/15496, 2019/17658, 2019/17661",,AirBag,
Honda,CR-V,2010,"2015/14819, 2016/15496, 2019/17661",,AirBag,
Honda,CR-V,2011,"2015/14819, 2016/15197, 2016/15496, 2019/17661",,AirBag,
Honda,CR-V,2012,"2015/14819, 2016/15197, 2019/17661",,AirBag,
Honda,CR-V,2013,"2016/15197, 2019/17661",,AirBag,
Honda,CR-V,2014,2016/15197,,AirBag,
Honda,Civic,2001,"2010/11785, 2013/13549, 2017/15860, 2019/17658",,AirBag,
Honda,Civic,2002,"2013/13549, 2015/14703, 2019/17658",,AirBag,
Honda,Civic,2003,"2013/13549, 2014/14498, 2015/14703, 2019/17658",,AirBag,
Honda,Civic,2004,"2014/14498, 2015/14703, 2019/17658",,AirBag,
Honda,Civic,2005,"2015/14703, 2019/17658",,AirBag,
Honda,Civic,2006,"2015/14703, 2016/15198, 2016/15494, 2019/17660, 2019/17662",,AirBag,
Honda,Civic,2007,"2015/14703, 2016/15198, 2016/15494, 2019/17660, 2019/17662",,AirBag,
Honda,Civic,2008,"2015/14703, 2016/15198, 2016/15494, 2019/17660, 2019/17662",,AirBag,
Honda,Civic,2009,"2015/14703, 2016/15198, 2016/15494, 2019/17660, 2019/17662",,AirBag,
Honda,Civic,2010,"2016/15198, 2016/15494, 2019/17660, 2019/17662",,AirBag,
Honda,Civic,2011,"2016/15198, 2016/15494, 2019/17660, 2019/17662",,AirBag,
Honda,Civic,2012,2016/15198,,AirBag,
Honda,Accord Euro,2001,2013/13549,,AirBag,
Honda,Accord Euro,2002,"2013/13549, 2015/14703",,AirBag,
Honda,Accord Euro,2003,"2013/13549, 2015/14703, 2014/14498, 2019/17658",,AirBag,
Honda,Accord Euro,2004,"2014/144988, 2015/14703, 2019/17658",,AirBag,
Honda,Accord Euro,2005,"2015/14703, 2019/17658",,AirBag,
Honda,Accord Euro,2006,"2015/14703, 2019/17658",,AirBag,
Honda,Accord Euro,2007,"2015/14703, 2016/15496, 2019/17658",,AirBag,
Honda,Accord Euro,2008,"2015/14703, 2016/15496, 2019/17658",,AirBag,
Honda,Accord Euro,2009,"2015/14703, 2016/15496, 2019/17658",,AirBag,
Honda,Accord Euro,2010,2016/15496,,AirBag,
Honda,Accord Euro,2011,2016/15496,,AirBag,
Honda,Accord Euro,2012,2017/15856,,AirBag,
Honda,Accord Euro,2013,2018/16523,,AirBag,
Honda,Accord Euro,2014,2018/17079,,AirBag,
Honda,Accord Euro,2015,2018/17079,,AirBag,
Honda,Jazz,2001,2013/13549,,AirBag,
Honda,Jazz,2002,"2013/13549, 2015/14703",,AirBag,
Honda,Jazz,2003,"2013/13549, 2014/14498, 2015/14703, 2019/17658",,AirBag,
Honda,Jazz,2004,"2014/14438, 2014/14498, 2015/14703, 2019/17658, 2019/17661",,AirBag,
Honda,Jazz,2005,"2015/14702, 2015/14703, 2019/17658, 2019/17661",,AirBag,
Honda,Jazz,2006,"2015/14702, 2015/14703, 2015/14819, 2019/17658, 2019/17661",,AirBag,
Honda,Jazz,2007,"2015/14702, 2015/14703, 2015/14819, 2016/15496, 2019/17658, 2019/17661",,AirBag,
Honda,Jazz,2008,"2015/14703, 2015/14819, 2016/15496, 2019/17661",,AirBag,
Honda,Jazz,2009,"2015/14703, 2015/14819, 2016/15496, 2019/17658, 2019/17661",,AirBag,
Honda,Jazz,2010,"2015/14819, 2016/15496, 2019/17661",,AirBag,
Honda,Jazz,2011,"2015/14819, 2016/15197, 2016/15496, 2019/17661",,AirBag,
Honda,Jazz,2012,"2015/14819, 2016/15197, 2017/15856, 2019/17661",,AirBag,
Honda,Jazz,2013,"2016/15197, 2018/16523, 2019/17661",,AirBag,
Honda,Jazz,2014,"2016/15197, 2018/17079",,AirBag,
Honda,MDX,2001,"2013/13549, 2015/14737",,AirBag,
Honda,MDX,2002,"2013/13549, 2015/14737",,AirBag,
Honda,MDX,2003,"2013/13549, 2015/14737, 2016/15495, 2019/17450, 2019/17659",,AirBag,
Honda,MDX,2004,"2015/14737, 2016/15495, 2019/17450",,AirBag,
Honda,MDX,2005,"2015/14737, 2016/15495, 2019/17450",,AirBag,
Honda,MDX,2006,"2015/14737, 2016/15495, 2019/17450",,AirBag,
Honda,MDX,2007,"2015/14737,2016/15495",,AirBag,
Honda,MDX,2008,2016/15495,,AirBag,
Honda,MDX,2009,2016/15495,,AirBag,
Honda,MDX,2010,2016/15495,,AirBag,
Honda,MDX,2011,2016/15495,,AirBag,
Honda,City,2002,2015/14703,,AirBag,
Honda,City,2003,2015/14703,,AirBag,
Honda,City,2004,"2015/14703, 2019/17661",,AirBag,
Honda,City,2005,"2015/14703, 2019/17661",,AirBag,
Honda,City,2006,"2015/14703, 2015/14819, 2019/17661",,AirBag,
Honda,City,2007,"2015/14703, 2015/14819, 2016/15496, 2019/17661",,AirBag,
Honda,City,2008,"2015/14703, 2015/14819, 2016/15496, 2019/17661",,AirBag,
Honda,City,2009,"2015/14703, 2015/14819, 2016/15496, 2019/17658, 2019/17661",,AirBag,
Honda,City,2010,"2015/14819, 2016/15496, 2019/17661",,AirBag,
Honda,City,2011,"2015/14819, 2016/15197, 2016/15496, 2019/17661",,AirBag,
Honda,City,2012,"2015/14819, 2016/15197, 2017/15856, 2019/17661",,AirBag,
Honda,City,2013,"2016/15197, 2019/17661",,AirBag,
Honda,City,2014,2016/15197,,AirBag,
Honda,Insight,2004,2019/17661,,AirBag,
Honda,Insight,2005,2019/17661,,AirBag,
Honda,Insight,2006,"2015/14819, 2019/17661",,AirBag,
Honda,Insight,2007,"2015/14819, 2016/15496, 2019/17661",,AirBag,
Honda,Insight,2008,"2015/14819, 2016/15496, 2019/17661",,AirBag,
Honda,Insight,2009,"2015/14819, 2016/15496, 2019/17661",,AirBag,
Honda,Insight,2010,"2015/14819, 2016/15496, 2019/17661",,AirBag,
Honda,Insight,2011,"2015/14819, 2016/15197, 2016/15496, 2019/17661",,AirBag,
Honda,Insight,2012,"2015/14819, 2016/15197, 2017/15856, 2019/17661",,AirBag,
Honda,Insight,2013,"2016/15197, 2018/16523, 2019/17661",,AirBag,
Honda,Insight,2014,2016/15197,,AirBag,
Honda,Jazz Hybrid,2006,"2015/14819, 2016/15198",,AirBag,
Honda,Jazz Hybrid,2007,"2015/14819, 2016/15198",,AirBag,
Honda,Jazz Hybrid,2008,"2015/14819, 2016/15198",,AirBag,
Honda,Jazz Hybrid,2009,"2015/14819, 2016/15198",,AirBag,
Honda,Jazz Hybrid,2010,"2015/14819, 2016/15198",,AirBag,
Honda,Jazz Hybrid,2011,"2015/14819, 2016/15197, 2016/15198",,AirBag,
Honda,Jazz Hybrid,2012,"2015/14819, 2016/15197, 2016/15198",,AirBag,
Honda,Jazz Hybrid,2013,"2016/15197, 2018/16523",,AirBag,
Honda,Jazz Hybrid,2014,2016/15197,,AirBag,
Honda,Legend,2003,2016/15495,,AirBag,
Honda,Legend,2004,2016/15495,,AirBag,
Honda,Legend,2005,2016/15495,,AirBag,
Honda,Legend,2006,"2016/15198, 2016/15495",,AirBag,
Honda,Legend,2007,"2016/15198, 2016/15495",,AirBag,
Honda,Legend,2008,"2016/15198, 2016/15495",,AirBag,
Honda,Legend,2009,"2016/15198, 2016/15495",,AirBag,
Honda,Legend,2010,"2016/15198, 2016/15495",,AirBag,
Honda,Legend,2011,"2016/15198, 2016/15495",,AirBag,
Honda,Legend,2012,"2016/15198, 2017/15857",,AirBag,
Honda,Civic Hybrid,2003,2014/14498,,AirBag,
Honda,Civic Hybrid,2004,"2014/14498, 2019/17658",,AirBag,
Honda,Odyssey,2003,2016/15495,,AirBag,
Honda,Odyssey,2004,2016/15495,,AirBag,
Honda,Odyssey,2005,2016/15495,,AirBag,
Honda,Odyssey,2006,2016/15495,,AirBag,
Honda,Odyssey,2007,2016/15495,,AirBag,
Honda,Odyssey,2008,2016/15495,,AirBag,
Honda,Odyssey,2009,2016/15495,,AirBag,
Honda,Odyssey,2010,2016/15495,,AirBag,
Honda,Odyssey,2011,2016/15495,,AirBag,
,,,,,,
Jaguar,XF (250),2009,2018/16868,,AirBag,
Jaguar,XF (250),2010,2018/16868,,AirBag,
Jaguar,XF (250),2011,2018/16868,,AirBag,
Jaguar,XF (250),2012,2018/16868,,AirBag,
Jaguar,XF (250),2013,2018/16868,,AirBag,
Jaguar,XF (250),2014,2018/16868,,AirBag,
Jaguar,XF (250),2015,2018/16868,,AirBag,
Jaguar,XF X260,2016,2018/17080,,AirBag,
Jaguar,XE X760,2016,2018/17080,,AirBag,
Jaguar,Range Rover (L322),2007,2018/16867,,AirBag,
Jaguar,Range Rover (L322),2008,2018/16867,,AirBag,
Jaguar,Range Rover (L322),2009,2018/16867,,AirBag,
Jaguar,Range Rover (L322),2010,2018/16867,,AirBag,
Jaguar,Range Rover (L322),2011,2018/16867,,AirBag,
Jaguar,Range Rover (L322),2012,2018/16867,,AirBag,
Jaguar,Land Rover Discovery Sport,2015,2018/17081,,AirBag,
Jaguar,Land Rover Discovery Sport,2016,2018/17081,,AirBag,
Jaguar,Land Rover Discovery Sport,2017,2019/17270,,AirBag,
Jaguar,XE,2017,2019/17271,,AirBag,
Jaguar,XF,2017,2019/17271,,AirBag,
Jaguar,F Pace,2017,2019/17271,,AirBag,
,,,,,,
Jeep,Wrangler JK,2007,2016/15516,,AirBag,
Jeep,Wrangler JK,2008,2016/15516,,AirBag,
Jeep,Wrangler JK,2009,2016/15516,,AirBag,
Jeep,Wrangler JK,2010,2016/15516,,AirBag,
Jeep,Wrangler JK,2011,2016/15516,,AirBag,
Jeep,Wrangler JK,2012,2016/15516,,AirBag,
Jeep,Wrangler JK,2014,2018/16702,,AirBag,
Jeep,Wrangler JK,2015,2018/16702,,AirBag,
Jeep,Wrangler JK,2016,2018/16702,,AirBag,
Jeep,Wrangler,2013,2018/16617,,AirBag,
,,,,,,
Lexus,SC430,2000,2013/13545,,AirBag,
Lexus,SC430,2001,"2013/13545, 2018/17147, 2019/17787",,AirBag,
Lexus,SC430,2002,"2013/13545, 2018/17147, 2019/17787",,AirBag,
Lexus,SC430,2003,"2013/13545, 2015/14795, 2018/17147, 2019/17787",,AirBag,
Lexus,SC430,2004,"2015/14795, 2019/17787",,AirBag,
Lexus,SC430,2005,"2015/14795, 2019/17787",,AirBag,
Lexus,SC430,2006,"2015/14795, 2019/17787",,AirBag,
Lexus,SC430,2007,"2015/14795, 2019/17787",,AirBag,
Lexus,SC430,2008,2019/17787,,AirBag,
Lexus,SC430,2009,2019/17787,,AirBag,
Lexus,SC430,2010,2019/17787,,AirBag,
Lexus,UZZ40,2001,"2018/17147, 2019/17787",,AirBag,
Lexus,UZZ40,2002,"2018/17147, 2019/17787",,AirBag,
Lexus,UZZ40,2003,"2015/14795, 2018/17147, 2019/17787",,AirBag,
Lexus,UZZ40,2004,"2015/14795, 2019/17787",,AirBag,
Lexus,UZZ40,2005,"2015/14795, 2019/17787",,AirBag,
Lexus,UZZ40,2006,"2015/14795, 2019/17787",,AirBag,
Lexus,UZZ40,2007,"2015/14795, 2019/17787",,AirBag,
Lexus,UZZ40,2008,2019/17787,,AirBag,
Lexus,UZZ40,2009,2019/17787,,AirBag,
Lexus,UZZ40,2010,2019/17787,,AirBag,
Lexus,IS250,2005,2016/15425,,AirBag,
Lexus,IS250,2006,2016/15425,,AirBag,
Lexus,IS250,2007,2016/15425,,AirBag,
Lexus,IS250,2008,2016/15425,,AirBag,
Lexus,IS250,2009,2016/15425,,AirBag,
Lexus,IS250,2010,2016/15425,,AirBag,
Lexus,IS250,2011,"2016/15425, 2017/15846",,AirBag,
Lexus,IS250,2012,2017/15846,,AirBag,
Lexus,IS250,2013,2018/16536,,AirBag,
Lexus,IS250C,2005,2016/15425,,AirBag,
Lexus,IS250C,2006,2016/15425,,AirBag,
Lexus,IS250C,2007,2016/15425,,AirBag,
Lexus,IS250C,2008,2016/15425,,AirBag,
Lexus,IS250C,2009,2016/15425,,AirBag,
Lexus,IS250C,2010,2016/15425,,AirBag,
Lexus,IS250C,2011,"2016/15425, 2017/15846",,AirBag,
Lexus,IS250C,2012,2017/15846,,AirBag,
Lexus,IS250C,2013,2018/16536,,AirBag,
Lexus,IS250C,2014,2019/17284,,AirBag,
Lexus,IS350,2005,2016/15425,,AirBag,
Lexus,IS350,2006,2016/15425,,AirBag,
Lexus,IS350,2007,2016/15425,,AirBag,
Lexus,IS350,2008,2016/15425,,AirBag,
Lexus,IS350,2009,2016/15425,,AirBag,
Lexus,IS350,2010,2016/15425,,AirBag,
Lexus,IS350,2011,"2016/15425, 2017/15846",,AirBag,
Lexus,IS350,2012,2017/15846,,AirBag,
Lexus,IS350,2013,2018/16536,,AirBag,
Lexus,IS-F,2005,2016/15425,,AirBag,
Lexus,IS-F,2006,2016/15425,,AirBag,
Lexus,IS-F,2007,2016/15425,,AirBag,
Lexus,IS-F,2008,2016/15425,,AirBag,
Lexus,IS-F,2009,2016/15425,,AirBag,
Lexus,IS-F,2010,2016/15425,,AirBag,
Lexus,IS-F,2011,"2016/15425, 2017/15846",,AirBag,
Lexus,IS-F,2012,2017/15846,,AirBag,
Lexus,IS-F,2013,2018/16536,,AirBag,
Lexus,IS-F,2014,2019/17284,,AirBag,
Lexus,LFA,2011,2017/15846,,AirBag,
Lexus,LFA,2012,2017/15846,,AirBag,
Mazda,B4000,2005,2018/16759,,AirBag,
Mazda,B4000,2006,2018/16759,,AirBag,
Mazda,2 (DE),2010,2016/15522,,AirBag,
Mazda,2,2007,2016/15521,,AirBag,
Mazda,2,2008,2016/15521,,AirBag,
Mazda,2,2009,2016/15521,,AirBag,
Mazda,2,2010,2016/15521,,AirBag,
Mazda,2,2011,2016/15521,,AirBag,
Mazda,2,2012,2016/15521,,AirBag,
Mazda,2,2013,2016/15521,,AirBag,
Mazda,2,2014,2016/15521,,AirBag,
Mazda,2,2015,2016/15521,,AirBag,
Mazda,RX-8,2002,2015/14761,,AirBag,
Mazda,RX-8,2003,2015/14761,,AirBag,
Mazda,RX-8,2004,2015/14761,,AirBag,
Mazda,RX-8,2005,2015/14761,,AirBag,
Mazda,RX-8,2006,2015/14761,,AirBag,
Mazda,RX-8,2007,2015/14761,,AirBag,
Mazda,RX-8,2008,2016/15521,,AirBag,
Mazda,RX-8,2009,2016/15521,,AirBag,
Mazda,RX-8,2010,2016/15521,,AirBag,
Mazda,RX-8,2011,2016/15521,,AirBag,
Mazda,RX-8,2012,2016/15521,,AirBag,
Mazda,6,2002,2015/14761,,AirBag,
Mazda,6,2003,2015/14761,,AirBag,
Mazda,6,2004,2015/14761,,AirBag,
Mazda,6,2005,2015/14761,,AirBag,
Mazda,6,2006,"2015/14761, 2017/16232",,AirBag,
Mazda,6,2007,"2015/14761, 2017/16232",,AirBag,
Mazda,6,2008,"2015/14761, 2017/16232",,AirBag,
Mazda,6,2009,"2015/14761, 2017/16232",,AirBag,
Mazda,6,2010,"2015/14761, 2017/16232",,AirBag,
Mazda,6,2011,"2015/14761, 2017/16232",,AirBag,
Mazda,6,2012,2017/16232,,AirBag,
Mazda,BT-50,2005,2015/14761,,AirBag,
Mazda,BT-50,2006,2015/14761,,AirBag,
Mazda,BT-50,2007,2015/14761,,AirBag,
Mazda,BT-50,2008,2015/14761,,AirBag,
Mazda,BT-50,2009,2015/14761,,AirBag,
Mazda,BT-50,2010,2015/14761,,AirBag,
Mazda,BT-50,2011,2015/14761,,AirBag,
Mazda,B2500,2002,2015/14760,,AirBag,
Mazda,B2500,2003,2015/14760,,AirBag,
Mazda,B2500,2004,2015/14760,,AirBag,
Mazda,B2500,2005,2015/14760,,AirBag,
Mazda,B2500,2006,2015/14760,,AirBag,
Mazda,B2500,2007,2015/14760,,AirBag,
Mazda,B2500,2008,2015/14760,,AirBag,
Mazda,B2500,2009,2015/14760,,AirBag,
Mazda,B2500,2010,2015/14760,,AirBag,
Mazda,B2500,2011,2015/14760,,AirBag,
Mazda,B2600,2002,2015/14760,,AirBag,
Mazda,B2600,2003,2015/14760,,AirBag,
Mazda,B2600,2004,2015/14760,,AirBag,
Mazda,B2600,2005,2015/14760,,AirBag,
Mazda,B2600,2006,2015/14760,,AirBag,
Mazda,B2600,2007,2015/14760,,AirBag,
Mazda,B2600,2008,2015/14760,,AirBag,
Mazda,B2600,2009,2015/14760,,AirBag,
Mazda,B2600,2010,2015/14760,,AirBag,
Mazda,B2600,2011,2015/14760,,AirBag,
Mazda,CX-7,2006,2017/16232,,AirBag,
Mazda,CX-7,2007,2017/16232,,AirBag,
Mazda,CX-7,2008,2017/16232,,AirBag,
Mazda,CX-7,2009,2017/16232,,AirBag,
Mazda,CX-7,2010,2017/16232,,AirBag,
Mazda,CX-7,2011,2017/16232,,AirBag,
Mazda,CX-7,2012,2017/16232,,AirBag,
Mazda,CX-9,2006,2017/16232,,AirBag,
Mazda,CX-9,2007,2017/16232,,AirBag,
Mazda,CX-9,2008,2017/16232,,AirBag,
Mazda,CX-9,2009,2017/16232,,AirBag,
Mazda,CX-9,2010,2017/16232,,AirBag,
Mazda,CX-9,2011,2017/16232,,AirBag,
Mazda,CX-9,2012,2017/16232,,AirBag,
,,,,,,
McLaren,P11 Coupe,2012,2018/17052,,AirBag,
